source_hint,source_root,original_filename,relative_path,size_bytes,sha256,width,height,product_name,brand,variant,size,category,skin,confidence,target_filename,action,notes,created_at,updated_at
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_39 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_30_39 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_39 a.m. (5).png",1875387,bdf921baecb2c466becbee5a4c67b6b16cf913dced61248f6a1995417097177f,,,Lentejas,,seleccionadas,900g,abarrotes,light,0.96,lentejas-seleccionadas-900g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_39 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_30_39 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_39 a.m. (6).png",1981471,b0a894e15e16eaa0fbde77b5fd30ed775ee72ad7c6b29ff126bb743b557996df,,,Lentejas,,seleccionadas,900g,abarrotes,dark,0.96,lentejas-seleccionadas-900g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_39 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_30_39 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_39 a.m. (7).png",1630070,261d9333f1baa2c190523634eed6a4861fd290b67fff910282bca7ee638b43ca,,,Sal de mesa,,refinada,1kg,abarrotes,light,0.96,sal-de-mesa-refinada-1kg.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_40 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_30_40 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_40 a.m. (10).png",1988501,239c94ef1ebd53d9a658ee47be63a10d1424f6bf28f08b3ad878ab24f5575a88,,,Té de manzanilla,,manzanilla,25-sobres,te,dark,0.95,te-de-manzanilla-25-sobres.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_40 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_30_40 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_40 a.m. (8).png",1902199,7eb447fbdabd3cfc1485ae2b5dd0b9de2cf56f72dc9fdbca0e9b7a7e7cbb53d7,,,Sal de mesa,,refinada,1kg,abarrotes,dark,0.96,sal-de-mesa-refinada-1kg.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_40 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_30_40 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_30_40 a.m. (9).png",1830112,7505d33ceb1072f556eca6777f7417e4acee2a12188ecb861a0cb0018d9464bc,,,Té de manzanilla,,manzanilla,25-sobres,te,light,0.95,te-de-manzanilla-25-sobres.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_29 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (1).png",1804140,5d39ec892f207a183b61940788550b93a3651f4bf607fdbe47bcd2c4b8536e74,,,Crema de cacahuate,,,510g,abarrotes,light,0.95,crema-de-cacahuate-510g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_29 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (2).png",1987261,629b473172770f1865cb42443d9e6528e96c6dc226ccec80a1ebb705ad2d45b8,,,Crema de cacahuate,,,550g,abarrotes,dark,0.95,crema-de-cacahuate-550g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_29 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (3).png",1611792,7a819cb0ff9db0aafe41849d4f507d554eadf214a882cf6df8ee254ddd5c776e,,,Vinagre blanco,,,750ml,abarrotes,light,0.95,vinagre-blanco-750ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_29 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (4).png",1952256,47d30ae48cfe7bea7f17634eb03d9c2e87be0b07568630ff57aa60adcf85a0d0,,,Vinagre blanco,,,500ml,abarrotes,dark,0.95,vinagre-blanco-500ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_29 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_29 a.m. (5).png",1712770,0dc7d1d70ddb52d81f18be474e7112ee75390d1392cf28d5c878ca6aa3f5e10e,,,Lavatrastes líquido,,concentrado,750ml,limpieza,light,0.95,lavatrastes-liquido-concentrado-750ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_30 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_30 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_30 a.m. (6).png",1926307,31128ed9d097ddd20862e1a097167cfe8289b3ec76a110db0c5e8f109e70a489,,,Lavatrastes líquido,,,750ml,limpieza,dark,0.95,lavatrastes-liquido-750ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_30 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_30 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_30 a.m. (7).png",1854205,1344f30ca4504036ec6b2ae44789cbc2d72abb11a8ec58bea35ab85c9d4556af,,,Galletas saladas,,horneadas,200g,galletas,light,0.96,galletas-saladas-horneadas-200g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_30 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_30 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_30 a.m. (8).png",1952102,aa818d6ab3724ee2329cb5e5f8ad13e7421e9876835418ca55c62e8b5e9e7058,,,Galletas saladas,,horneadas,200g,galletas,dark,0.96,galletas-saladas-horneadas-200g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_30 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_30 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_30 a.m. (9).png",1784919,d0823704ed73d6de42bad13f89bde9911500ef770430abbd1e14deaff79e38d5,,,Elote dulce en grano,,,285g,conservas,light,0.95,elote-dulce-en-grano-285g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_31 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_36_31 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_36_31 a.m. (10).png",2001775,d04cb391300c209afff04b205b6fdf29350d6444a955fd4140ec0e595815c09f,,,Elote dulce en grano,,,425g,conservas,dark,0.95,elote-dulce-en-grano-425g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_58 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_42_58 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_58 a.m. (1).png",1649007,6d03794651d5cb48964a2c53828ffe732926ca9521ab062168be976b0d1ce809,,,Salsa de soya,,,500ml,abarrotes,light,0.96,salsa-de-soya-500ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_58 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_42_58 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_58 a.m. (2).png",1922242,828e58275075e2254daa59495b34e6d8660551a75ab703e513991ec7332d4f4a,,,Salsa de soya,,,500ml,abarrotes,dark,0.96,salsa-de-soya-500ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_58 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_42_58 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_58 a.m. (3).png",1635696,80a38012fd60128118d8a8e70a1fe20b8ccd1d997b34dc435753c7b63f487863,,,Bebida de yogur,,natural,1l,lacteos,light,0.95,bebida-de-yogur-natural-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_59 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_42_59 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_59 a.m. (4).png",1931500,4a4b4baa295c3af5d94053cd16bd71be39882cc2b94c5d5581f4ff3bb51057d4,,,Bebida de yogur,,natural,1l,lacteos,dark,0.95,bebida-de-yogur-natural-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_59 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_42_59 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_59 a.m. (5).png",1612782,48ba7daa572eec0530db9b05ed05a7dc76c37c70aa01ae80fb790238e550a157,,,Blanqueador líquido,,hogar,1l,limpieza,light,0.95,blanqueador-liquido-hogar-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_59 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_42_59 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_42_59 a.m. (6).png",1843731,6fabaed4fbc7ab8d5358b979a04880387c4c4192247d16a00f9a50496867b735,,,Blanqueador líquido,,hogar,1l,limpieza,dark,0.95,blanqueador-liquido-hogar-1l.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_43_00 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_43_00 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_43_00 a.m. (10).png",1924709,2e07e9c7b00024c5106d38e4a5d70ffb670f273a120c7f1e2ce4524a2dbebf37,,,Chícharos tiernos,,,285g,conservas,dark,0.96,chicharos-tiernos-285g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_43_00 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_43_00 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_43_00 a.m. (7).png",1872939,352e4e0bc30215b03bd0613a3e23a38c9f330905e29e45e5438b3f8aa119ce07,,,Cacao en polvo,,,400g,abarrotes,light,0.96,cacao-en-polvo-400g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_43_00 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_43_00 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_43_00 a.m. (8).png",2059047,423ab4b7e00ef7f7e10598198a5d541f0e561c5761dcff64601844edddb884c1,,,Cacao en polvo,,,400g,abarrotes,dark,0.96,cacao-en-polvo-400g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_43_00 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 07_43_00 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 07_43_00 a.m. (9).png",1917507,c3d5d97b4fb98b790146247a0628ea92f8935eda892c4b9318d3a91560290d0c,,,Chícharos tiernos,,,285g,conservas,light,0.96,chicharos-tiernos-285g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_53 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (1).png",1653112,a6d0b04e3ea19aed8aecf7fe1df0897d6488185b8becd1a50efc71c9c777a389,,,Shampoo nutritivo,,cabello normal,750ml,cuidado_personal,light,0.95,shampoo-nutritivo-cabello-normal-750ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_53 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (2).png",2014654,120e879e6f9005be91f5add824de881d4d0d14c2e3ae69d8731c4e218a67b0bc,,,Shampoo nutritivo,,cabello normal,750ml,cuidado_personal,dark,0.95,shampoo-nutritivo-cabello-normal-750ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_53 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (3).png",1896140,67efa62288b2283a153af521cbd179ca240ecd4150652130c04e8bdb5f7c3589,,,Pasta dental,,menta fresca,120g,cuidado_personal,light,0.95,pasta-dental-menta-fresca-120g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (4).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_53 a.m. (4).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (4).png",1992384,4cd22e97b2557e8fb4af0a63dc218687e23223fbb73f051aa9ebe94545a7d909,,,Pasta dental,,menta fresca,120g,cuidado_personal,dark,0.95,pasta-dental-menta-fresca-120g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (5).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_53 a.m. (5).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (5).png",1726948,018a610bf25235929bf457dea59e2873c448763c8f61ce18451efa4f9e6f27f8,,,Jabón de barra,,humectante,150g,cuidado_personal,light,0.95,jabon-de-barra-humectante-150g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (6).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_53 a.m. (6).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_53 a.m. (6).png",1923020,9a4d73ac546c1c6ad2625ccd0fe25da4c98543c4e3203d654148f2c42f6b4bf4,,,Jabón de barra,,humectante,150g,cuidado_personal,dark,0.95,jabon-de-barra-humectante-150g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_54 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_54 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_54 a.m. (10).png",1880064,908ee4cf1707aba6bd044a15c41c899d0e88a3eaf23b561f8d2e051f5d4fb152,,,Enjuague bucal,,menta fresca,500ml,cuidado_personal,dark,0.95,enjuague-bucal-menta-fresca-500ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_54 a.m. (7).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_54 a.m. (7).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_54 a.m. (7).png",2008629,87978e7d58d65e846af7afbbf3b58c3f4ddf98b5820437729d6dbbfa2953571a,,,Croquetas para perro,,adulto,2kg,mascotas,light,0.95,croquetas-para-perro-adulto-2kg.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_54 a.m. (8).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_54 a.m. (8).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_54 a.m. (8).png",2063451,fbfb2f40d27d654ff49381706156cbe269e1dfe3b4807434716dfc08b928f704,,,Croquetas para perro,,adulto,2kg,mascotas,dark,0.95,croquetas-para-perro-adulto-2kg.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_54 a.m. (9).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_56_54 a.m. (9).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_56_54 a.m. (9).png",1716086,21913f73d1c2888ac283a841735b4d1614c2e6c64f8d20bae6b315d8f51c8bd2,,,Enjuague bucal,,menta fresca,500ml,cuidado_personal,light,0.95,enjuague-bucal-menta-fresca-500ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_00 a.m. (1).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_00 a.m. (1).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_00 a.m. (1).png",1845867,266a3b670efef1625f66dab8f29138356107cb7244343b568e45c30bb6c0d891,,,Café molido,,100 arabica,250g,cafe,light,0.95,cafe-molido-100-arabica-250g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_00 a.m. (10).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_00 a.m. (10).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_00 a.m. (10).png",2122751,efc52e45a73b9826596533ea3244f11ee7a11a11a51cda111deed110b1f1d686,,,Alimento para gato,,adulto,2kg,mascotas,dark,0.95,alimento-para-gato-adulto-2kg.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_00 a.m. (2).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_00 a.m. (2).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_00 a.m. (2).png",2156155,1a85935df4df6814f7876f8079f1efbb1d9343d04eae59a0fdf0fb50c06eb753,,,Café molido,,selección premium,250g,cafe,dark,0.95,cafe-molido-seleccion-premium-250g.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo oscuro.",2026-05-06T00:00:00,2026-05-06T00:00:00
"Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_00 a.m. (3).png",F:\Imagenes packshot 1,"ChatGPT Image 6 may 2026, 10_57_00 a.m. (3).png","Imagenes packshot 1/ChatGPT Image 6 may 2026, 10_57_00 a.m. (3).png",1619436,9d230b690c88df9523b39083d969c8a30c215dddfa50ba81bc0953fcdc2ba9b3,,,Crema corporal,,hidratación profunda,750ml,cuidado_personal,light,0.94,crema-corporal-hidratacion-profunda-750ml.png,organize,"Revisión visual manual; producto genérico, marca ficticia/no comercial omitida. Etiqueta clara; fondo claro.",2026-05-06T00:00:00,2026-05-06T00:00:00
