surface,file,selector,layer,action,risks,background,position,z_index,isolation,overflow,opacity,backdrop_filter,height
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.prisma-option-studio-status,unknown,conservar,background activo,"rgba(3, 10, 24, 0.62)",,,,,,,42px
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.prisma-option-studio-status strong,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".prisma-option-studio-status span, .prisma-option-studio-status small",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".prisma-option-studio-status[data-status=""valid""] span",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".prisma-option-studio-status[data-status=""invalid""] span",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".prisma-option-studio-editor, .prisma-option-studio-editor-loading, .prisma-option-studio-empty",state,conservar_con_cuidado,background activo; overflow:hidden,"rgba(2, 6, 15, 0.96)",,,,hidden,,,520px
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".prisma-option-studio-editor-loading, .prisma-option-studio-empty",state,conservar_con_cuidado,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.prisma-option-studio-empty p,state,conservar_con_cuidado,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.prisma-option-studio-toolbar,toolbar,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.prisma-option-studio-actions,toolbar,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.tab-panel dl,panel,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".tab-panel dl div, .inspector dl div",panel,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".tab-panel dd, .inspector dd",panel,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.control-deck__toolbar,toolbar,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.control-deck__grid,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.runtime-control,unknown,conservar,background activo,"linear-gradient(180deg, rgba(255,255,255,.052), rgba(255,255,255,.014)), rgba(5, 12, 27, 0.62)",,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.runtime-control > span:first-child,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.runtime-control small,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.runtime-control output,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.control-segment,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.inspector section,content-surface,conservar,overflow:hidden,,,,,hidden,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.inspector dl,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.inspector p,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.inspector code,unknown,conservar,background activo,"rgba(2, 8, 20, 0.70)",,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".lab-empty-chart, .future-chart",state,conservar_con_cuidado,,"radial-gradient(circle at 50% 0%, rgba(99,223,255,.14), transparent 34%), rgba(3, 10, 24, 0.62)",,,,,,,320px
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.lab-empty-chart span,state,conservar_con_cuidado,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.sr-only,unknown,conservar,position:absolute; overflow:hidden,,absolute,,,hidden,,,1px
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart__rail,unknown,conservar,,,,,,,,,210px
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart__rail span,unknown,conservar,background activo,"linear-gradient(180deg, var(--lab-cyan-hot), var(--lab-blue))",,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart__rail span:nth-child(1),unknown,conservar,,,,,,,,,44%
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart__rail span:nth-child(2),unknown,conservar,background activo,"linear-gradient(180deg, var(--lab-green), var(--lab-cyan))",,,,,,,76%
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart__rail span:nth-child(3),unknown,conservar,background activo,"linear-gradient(180deg, var(--lab-violet-2), var(--lab-blue))",,,,,,,58%
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart__rail span:nth-child(4),unknown,conservar,background activo,"linear-gradient(180deg, var(--lab-amber), var(--lab-orange))",,,,,,,88%
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart p,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart h3,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".future-chart strong, .future-chart small",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.future-chart small,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".chart-lab[data-density=""dense""] .chart-lab__chrome",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".chart-lab[data-density=""dense""] .status-strip article, .chart-lab[data-density=""dense""] .control-card, .chart-lab[data-density=""dense""] .inspector section",content-surface,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".chart-lab[data-theme=""precision-paper""]",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".chart-lab[data-theme=""precision-paper""] .chart-lab__background",background,conservar,,"radial-gradient(circle at 18% 10%, rgba(0,245,255,.18), transparent 30rem), radial-gradient(circle at 82% 4%, rgba(117,87,255,.18), transparent 28rem), linear-gradient(180deg, #02040a 0%, #071426 52%, #02040a 100%)",,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.causal-hero-strip,content-surface,conservar,background activo; z-index:2; glass/backdrop-filter,"linear-gradient(135deg, rgba(0,245,255,.12), rgba(117,87,255,.10)), rgba(3, 10, 24, 0.68)",relative,2,,,,blur(18px) saturate(1.22),
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.causal-hero-strip strong,content-surface,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.causal-hero-strip__chips,content-surface,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,.causal-hero-strip__chips span,content-surface,conservar,background activo,"linear-gradient(180deg, rgba(255,255,255,.08), rgba(255,255,255,.02)), rgba(2, 8, 20, 0.72)",,,,,,,32px
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".runtime-control[data-control-id=""detailLevel""], .runtime-control[data-control-id=""evidenceMode""], .runtime-control[data-control-id=""stageFocus""]",unknown,conservar,background activo,"linear-gradient(135deg, rgba(0,245,255,.08), rgba(117,87,255,.08)), rgba(5, 12, 27, 0.72)",,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,0%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,100%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,0%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,100%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,opacity:.24,,,,,,.24,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,opacity:.42,,,,,,.42,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,opacity:.68,,,,,,.68,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,opacity:.92,,,,,,.92,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,opacity:.62,,,,,,.62,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,opacity:.86,,,,,,.86,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,opacity:.58,,,,,,.58,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,opacity:.86,,,,,,.86,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 34%",unknown,conservar,opacity:0,,,,,,0,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,48%,unknown,conservar,opacity:.62,,,,,,.62,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"78%, 100%",unknown,conservar,opacity:0,,,,,,0,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,opacity:.78,,,,,,.78,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,,,,,,,1,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,0%,unknown,conservar,opacity:0,,,,,,0,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,8%,unknown,conservar,opacity:.86,,,,,,.86,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,54%,unknown,conservar,opacity:.38,,,,,,.38,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,100%,unknown,conservar,opacity:0,,,,,,0,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,0%,unknown,conservar,opacity:.72,,,,,,.72,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,,,,,,,1,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,100%,unknown,conservar,opacity:.72,,,,,,.72,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,0%,unknown,conservar,opacity:.32,,,,,,.32,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,45%,unknown,conservar,opacity:.68,,,,,,.68,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,100%,unknown,conservar,opacity:.34,,,,,,.34,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,0%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,100%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,,,,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"0%, 100%",unknown,conservar,opacity:.62,,,,,,.62,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,50%,unknown,conservar,,,,,,,1,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,"/* Chart-specific atmosphere 01: Causal Flow Ribbon */ .chart-frame[data-chart-id=""pc.causal-flow-ribbon""]",background,conservar,,"radial-gradient(circle at 12% 6%, color-mix(in srgb, var(--chart-a) 28%, transparent), transparent 32%), radial-gradient(circle at 88% 12%, color-mix(in srgb, var(--chart-b) 24%, transparent), transparent 30%), radial-gradient(circle at 58% 100%, color-mix(in srgb, var(--chart-c) 14%, transparent), transparent 36%), linear-gradient(145deg, rgba(255,255,255,.075), rgba(255,255,255,.016)), rgba(2, 8, 20, 0.92)",,,,,,,
unknown,tools/_local/evidence/chart-lab/handoff-pack-2026-05-22T21-55-23-533Z/payload/products/chart-lab/app/app/globals.css,".chart-frame[data-chart-id=""pc.causal-flow-ribbon""]::before",shell,conservar,,"linear-gradient(135deg, color-mix(in srgb, var(--chart-a) 50%, transparent), rgba(255,255,255,.16) 18%, color-mix(in srgb, var(--chart-b) 44%, transparent) 45%, color-mix(in srgb, var(--chart-c) 34%, transparent) 70%, rgba(255,255,255,.12))",,,,,,,
